2.190027,0.645161
2.195118,0.775791
2.177400,1.065677
2.175580,0.576571
2.168185,0.448226
2.166336,0.179541
2.161724,0.383183
2.162799,0.451904
2.157018,0.717907
2.159154,0.275908
2.155300,0.170928
2.141822,0.057859
2.147912,0.191744
2.145637,0.240349
2.135211,0.613606
2.141572,0.183799
2.146902,0.169488
2.117922,0.043603
2.138501,0.127733
2.132603,0.282055
2.127100,0.622930
2.135598,0.170073
2.141420,0.092683
2.110430,0.055707
2.133189,0.132591
2.126228,0.270562
2.119555,0.602145
2.125924,0.161832
2.124623,0.100052
2.099569,0.051480
2.122038,0.139333
2.118864,0.165191
2.114372,0.589933
2.120672,0.400268
2.119615,0.146941
2.100258,0.168515
2.124059,0.449744
2.121854,0.441088
2.120432,1.114829
2.124378,0.581656
2.120973,0.523740
2.100331,0.434902
2.123617,0.472321
2.119872,0.305463
2.116504,0.774262
2.120561,0.316779
2.117042,0.165530
2.094815,0.169841
2.120751,0.187672
2.117430,0.471392
2.117556,0.659178
2.118493,0.177495
2.113840,0.094020
2.089506,0.103469
2.117215,0.150490
2.113847,0.409092
2.112616,0.375277
2.115449,0.110905
2.110524,0.090759
2.086585,0.087980
2.202970,0.725618
2.185488,0.511368
2.174080,0.694765
2.172200,0.932710
2.168131,0.579680
2.164571,0.198557
2.153103,0.413118
2.156578,0.248029
2.149930,0.319088
2.158176,0.459999
2.151086,0.240789
2.141237,0.098271
2.133932,0.240319
2.143152,0.109744
2.133622,0.163169
2.150362,0.271864
2.142139,0.167880
2.126597,0.088289
2.119310,0.219131
2.133747,0.102833
2.123188,0.154733
2.144540,0.274397
2.133967,0.157253
2.115726,0.095345
2.107464,0.218202
2.123300,0.103103
2.114700,0.157488
2.136735,0.248788
2.121307,0.156596
2.107251,0.069858
2.093122,0.212111
2.112623,0.101287
2.108588,0.150282
2.131460,0.237663
2.113712,0.151265
2.101484,0.062193
2.084966,0.210142
2.107265,0.099480
2.104940,0.147149
2.128975,0.231657
2.110116,0.147892
2.096379,0.055475
2.081118,0.210305
2.104309,0.098076
2.102456,0.146864
2.127252,0.227305
2.107655,0.148667
2.092664,0.058060
2.078295,0.209718
2.102259,0.096962
2.100626,0.146982
2.125923,0.225542
2.105912,0.147997
2.089566,0.063374
2.076198,0.208868
2.100715,0.097611
2.099173,0.147351
2.124842,0.228496
2.104558,0.147181
2.085677,0.053433
2.194557,0.751960
2.180301,0.884749
2.185785,0.640425
2.171676,0.407483
2.163704,0.638298
2.166826,0.269178
2.158865,0.406149
2.163977,0.446689
2.158081,0.263661
2.140527,0.210616
2.140306,0.316036
2.147012,0.109551
2.140258,0.140226
2.154690,0.193668
2.143898,0.154462
2.126111,0.156422
2.130670,0.291455
2.135899,0.212844
2.132062,0.103962
2.149938,0.153166
2.135632,0.134172
2.116328,0.122269
2.122900,0.210827
2.126596,0.191272
2.126348,0.102309
2.146654,0.142167
2.129124,0.128758
2.110501,0.148950
2.117671,0.216578
2.119613,0.167012
2.122505,0.141133
2.144449,0.134584
2.124763,0.129331
2.105094,0.135212
2.113955,0.208820
2.114726,0.095336
2.119711,0.105222
2.143309,0.137390
2.122081,0.131867
2.098262,0.130105
2.111780,0.206183
2.107215,0.191339
2.117255,0.104812
2.142180,0.133045
2.119824,0.128743
2.092241,0.132493
2.109648,0.195987
2.102705,0.101025
2.115484,0.099240
2.141064,0.136887
2.118221,0.131188
2.087776,0.128870
2.108046,0.193546
2.098729,0.119360
2.113934,0.098392
2.140041,0.132666
2.116307,0.126388
2.084202,0.124795
2.106358,0.194386
2.095936,0.116490
2.208968,0.528411
2.189125,0.651700
2.181700,0.489679
2.169000,1.031179
2.170408,0.639183
2.168431,0.752960
2.164136,0.337105
2.167966,0.397174
2.157355,0.258702
2.147344,0.637051
2.155109,0.363827
2.153476,0.422677
2.142744,0.249509
2.158866,0.199670
2.144433,0.132553
2.133707,0.498167
2.143512,0.278802
2.143297,0.281526
2.128278,0.173499
2.152348,0.229317
2.134449,0.159382
2.117896,0.439747
2.132829,0.186234
2.134243,0.229998
2.115258,0.179297
2.147673,0.153717
2.127882,0.134804
2.108570,0.422596
2.127360,0.198826
2.128558,0.226951
2.107719,0.180079
2.139441,0.161709
2.121392,0.108819
2.104289,0.533466
2.119620,0.199930
2.125636,0.217840
2.098902,0.153391
2.130367,0.135927
2.114457,0.087836
2.101048,0.436347
2.115094,0.175856
2.123238,0.215486
2.094211,0.152313
2.126319,0.132358
2.109612,0.078742
2.097879,0.419840
2.112234,0.169366
2.120598,0.213815
2.091040,0.146255
2.124079,0.128923
2.106062,0.073667
2.095202,0.403303
2.110085,0.160809
2.118666,0.218078
2.088542,0.137806
2.122066,0.129902
2.103252,0.073108
2.093146,0.390998
2.108444,0.155560
2.117343,0.214757
2.197435,0.674953
2.188249,0.511702
2.180310,0.562490
2.168129,0.432937
2.167096,0.843685
2.169691,0.296658
2.157269,0.370274
2.158121,0.260851
2.153447,0.232235
2.140540,0.208421
2.145137,0.477125
2.156703,0.164623
2.133996,0.215121
2.146143,0.147187
2.141916,0.113648
2.121217,0.182463
2.133679,0.395463
2.138294,0.140209
2.121485,0.198570
2.128772,0.104137
2.127073,0.100532
2.101754,0.177356
2.122499,0.374112
2.125718,0.143844
2.111182,0.201431
2.118979,0.102548
2.119108,0.093550
2.092544,0.164927
2.116779,0.359174
2.115912,0.123137
2.105468,0.184463
2.110855,0.104406
2.112805,0.095903
2.085435,0.174794
2.112484,0.349489
2.105883,0.133340
2.101390,0.201292
2.105396,0.095099
2.108960,0.089473
2.080712,0.167976
2.109241,0.355804
2.099863,0.121396
2.098244,0.195239
2.101789,0.091326
2.106097,0.088247
2.077334,0.165020
2.106716,0.350750
2.095561,0.123078
2.095881,0.192480
2.099111,0.092330
2.104153,0.088427
2.074777,0.174631
2.104841,0.346943
2.092495,0.135506
2.094128,0.200398
2.097167,0.102697
2.102888,0.096964
2.072825,0.183527
2.103467,0.343085
2.090432,0.136040
2.201016,0.636637
2.191311,0.542484
2.178613,1.138083
2.171399,0.853278
2.168742,0.755756
2.160894,0.401595
2.160758,0.303931
2.160126,0.217634
2.159581,0.541403
2.159078,0.341722
2.157320,0.322959
2.146952,0.159710
2.145504,0.225536
2.147579,0.149300
2.151402,0.338431
2.151841,0.229722
2.146251,0.260884
2.137583,0.179884
2.133349,0.243843
2.138366,0.258922
2.146829,0.314703
2.146620,0.174729
2.133048,0.254211
2.129080,0.141651
2.116888,0.217247
2.126596,0.132861
2.141309,0.302781
2.141243,0.178341
2.126373,0.250095
2.121825,0.138362
2.107264,0.213339
2.120420,0.125368
2.135602,0.306295
2.135975,0.173334
2.123822,0.237453
2.115145,0.137314
2.099302,0.209891
2.114125,0.130536
2.130911,0.295579
2.131984,0.168713
2.121454,0.229626
2.109589,0.137609
2.093124,0.211168
2.110262,0.125629
2.128506,0.292174
2.129999,0.166750
2.119716,0.231027
2.107111,0.137180
2.089720,0.208184
2.107803,0.126386
2.126624,0.293258
2.128569,0.166600
2.117989,0.228681
2.105175,0.135467
2.086993,0.206947
2.105803,0.123643
2.125171,0.294220
2.127465,0.167374
2.116778,0.228916
2.103672,0.134348
2.200794,0.906864
2.186481,1.094165
2.177512,0.473653
2.177580,0.820281
2.163227,0.619374
2.162622,0.491481
2.156941,0.502336
2.160292,0.629550
2.155096,0.251974
2.162143,0.415740
